                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    210,                0.74389,                 2.5824,                 0.6286,                0.97722,                0.98592,                0.72018,                 0.8512,                0.77023,                 0.9294,                0.67968,                0.80771,                0.55532,                0.65884,                 2.3428,                0.48604,                0.88285,             6.9755e-05,             6.9755e-05,             6.9755e-05
                    211,                0.75378,                 2.5684,                0.66124,                0.98259,                0.98592,                0.73719,                0.85964,                 0.7773,                0.92822,                0.69541,                 0.8149,                0.56256,                0.65915,                 2.3432,                0.48952,                0.88313,              6.952e-05,              6.952e-05,              6.952e-05
                    212,                0.75862,                 2.4836,                0.63672,                0.97872,                0.98058,                0.74778,                0.86329,                0.77973,                0.92233,                0.70499,                0.81843,                0.55861,                0.65699,                  2.337,                0.49239,                0.88265,             6.9284e-05,             6.9284e-05,             6.9284e-05
                    213,                0.75723,                  2.517,                0.65023,                0.97888,                0.98122,                0.75098,                0.86504,                 0.7814,                 0.9261,                0.71135,                0.82219,                 0.5623,                0.65739,                 2.3343,                0.49206,                0.88323,             6.9049e-05,             6.9049e-05,             6.9049e-05
                    214,                0.73193,                 2.4777,                0.62447,                0.96446,                0.98374,                0.75336,                 0.8671,                0.78315,                0.93297,                 0.7151,                0.82636,                0.56067,                0.65805,                 2.3336,                0.49108,                0.88294,             6.8813e-05,             6.8813e-05,             6.8813e-05
                    215,                 0.8049,                 2.6568,                0.65922,                0.99179,                0.98248,                0.75135,                0.86545,                0.78059,                0.92625,                0.70747,                0.82041,                 0.5591,                0.65965,                  2.331,                0.49158,                0.88252,             6.8577e-05,             6.8577e-05,             6.8577e-05
                    216,                0.79671,                 2.6266,                 0.6871,                0.98867,                0.98108,                0.74789,                0.86392,                0.78336,                0.92158,                0.70027,                 0.8154,                0.55421,                0.65895,                 2.3317,                0.48898,                0.88229,             6.8342e-05,             6.8342e-05,             6.8342e-05
                    217,                0.77663,                 2.5332,                0.65492,                0.96095,                0.97873,                0.73652,                 0.8583,                0.77946,                0.91966,                0.68928,                0.80971,                0.55409,                0.65605,                 2.3252,                 0.4886,                0.88214,             6.8106e-05,             6.8106e-05,             6.8106e-05
                    218,                0.71376,                 2.3698,                0.62188,                0.96698,                0.97544,                0.72644,                 0.8523,                0.77748,                0.91094,                0.67461,                0.79652,                 0.5491,                 0.6538,                 2.3229,                0.48776,                0.88215,              6.787e-05,              6.787e-05,              6.787e-05
                    219,                0.74697,                 2.4318,                 0.6493,                 0.9808,                 0.9784,                0.71907,                0.84868,                0.77152,                0.92016,                0.67256,                0.79975,                0.54983,                0.65539,                 2.3218,                0.48669,                0.88191,             6.7635e-05,             6.7635e-05,             6.7635e-05
                    220,                0.77465,                 2.5031,                0.66271,                0.98285,                0.98122,                0.71354,                0.84646,                 0.7663,                 0.9259,                0.67192,                0.80021,                0.54899,                0.65703,                 2.3234,                0.48522,                0.88218,             6.7399e-05,             6.7399e-05,             6.7399e-05
                    221,                0.76773,                 2.4995,                0.64005,                0.96788,                0.98435,                0.72423,                 0.8532,                0.76853,                0.93241,                0.68445,                0.80835,                0.55404,                0.65822,                 2.3205,                0.48608,                 0.8824,             6.7164e-05,             6.7164e-05,             6.7164e-05
                    222,                0.75456,                 2.4779,                0.64621,                0.97482,                0.97966,                0.71984,                0.84942,                0.76619,                0.93082,                0.68378,                0.80636,                0.55506,                0.65338,                  2.314,                0.48561,                0.88128,             6.6928e-05,             6.6928e-05,             6.6928e-05
                    223,                0.72488,                 2.4162,                0.63516,                0.96859,                0.98592,                0.72235,                0.85243,                 0.7715,                0.94521,                0.69246,                0.81475,                0.56223,                0.65361,                 2.3113,                0.48662,                0.88095,             6.6692e-05,             6.6692e-05,             6.6692e-05
                    224,                0.76008,                 2.4579,                0.65075,                0.97544,                0.98592,                0.71979,                0.85115,                0.76871,                0.94376,                0.68888,                0.81231,                0.56258,                0.65455,                 2.3029,                0.48838,                0.88112,             6.6457e-05,             6.6457e-05,             6.6457e-05
                    225,                0.73407,                 2.4642,                0.62196,                0.95511,                0.98592,                0.72476,                 0.8537,                0.76866,                0.94316,                0.69407,                0.81575,                0.55547,                0.65471,                 2.2952,                0.48902,                0.88123,             6.6221e-05,             6.6221e-05,             6.6221e-05
                    226,                0.76981,                 2.4701,                0.65787,                0.97571,                0.98243,                0.72135,                0.85168,                0.76646,                0.93861,                0.68953,                0.81323,                0.56145,                0.65441,                 2.2924,                0.48875,                 0.8817,             6.5986e-05,             6.5986e-05,             6.5986e-05
                    227,                0.78433,                 2.5015,                0.67101,                0.97823,                0.98419,                0.73328,                0.85775,                0.77062,                0.94087,                0.70057,                0.81998,                0.56299,                0.65529,                 2.2892,                0.49218,                0.88189,              6.575e-05,              6.575e-05,              6.575e-05
                    228,                0.73555,                 2.4137,                0.62096,                0.97168,                0.98137,                0.74386,                0.86192,                0.77334,                0.94046,                0.71067,                0.82507,                 0.5655,                0.65827,                 2.2858,                0.49442,                0.88217,             6.5514e-05,             6.5514e-05,             6.5514e-05
                    229,                 0.7692,                 2.5439,                0.64343,                0.97773,                0.98246,                0.73623,                 0.8583,                0.77176,                0.94045,                0.70319,                0.82115,                0.56568,                0.65702,                 2.2793,                0.49275,                 0.8807,             6.5279e-05,             6.5279e-05,             6.5279e-05
                    230,                0.74389,                 2.4197,                  0.629,                 0.9712,                0.97964,                0.72613,                 0.8528,                0.77069,                0.94054,                0.69641,                0.81896,                0.56039,                0.65576,                 2.2771,                0.48969,                0.88041,             6.5043e-05,             6.5043e-05,             6.5043e-05
                    231,                 0.7306,                 2.5057,                 0.6333,                0.95845,                0.98246,                0.71697,                0.84923,                0.76932,                0.93678,                0.68395,                0.81231,                0.55981,                0.65436,                 2.2777,                0.48836,                0.88038,             6.4807e-05,             6.4807e-05,             6.4807e-05
                    232,                 0.7113,                 2.4272,                0.62058,                0.94629,                0.98109,                0.71637,                0.84847,                0.77133,                0.93022,                0.67931,                0.80643,                0.55825,                0.65211,                 2.2746,                0.48834,                 0.8793,             6.4572e-05,             6.4572e-05,             6.4572e-05
                    233,                0.79575,                 2.5918,                0.65808,                 0.9793,                0.97733,                0.71048,                0.84469,                0.76978,                0.92859,                0.67464,                0.80241,                0.56266,                0.64939,                 2.2727,                0.48759,                0.87851,             6.4336e-05,             6.4336e-05,             6.4336e-05
                    234,                0.78509,                 2.4521,                 0.6741,                0.99734,                0.97745,                0.70954,                 0.8441,                0.77088,                0.92892,                0.67354,                0.80179,                0.55697,                0.64724,                 2.2676,                0.48584,                0.87818,             6.4101e-05,             6.4101e-05,             6.4101e-05
                    235,                0.76652,                 2.5039,                0.64111,                0.96877,                0.97486,                0.71346,                0.84587,                0.77005,                0.92217,                 0.6738,                0.79911,                0.55702,                0.64619,                  2.266,                0.48844,                0.87828,             6.3865e-05,             6.3865e-05,             6.3865e-05
                    236,                0.77986,                 2.5786,                0.66038,                   0.98,                0.97495,                0.72815,                0.85389,                0.77714,                0.92035,                0.68624,                0.80485,                0.55528,                 0.6433,                 2.2616,                0.49194,                 0.8775,             6.3629e-05,             6.3629e-05,             6.3629e-05
                    237,                0.76475,                 2.5139,                0.64593,                0.96785,                0.97413,                0.72891,                0.85419,                0.77828,                0.91933,                0.68639,                0.80563,                0.56269,                 0.6403,                 2.2595,                0.49395,                0.87654,             6.3394e-05,             6.3394e-05,             6.3394e-05
                    238,                0.77076,                 2.5386,                0.65159,                0.98278,                0.97595,                0.72572,                0.85285,                0.77773,                0.93027,                0.68838,                0.81105,                0.57015,                0.63781,                 2.2547,                0.49424,                0.87558,             6.3158e-05,             6.3158e-05,             6.3158e-05
                    239,                0.76736,                 2.5856,                0.63266,                0.95781,                0.97725,                0.72301,                0.85227,                0.77829,                0.93959,                0.69054,                0.81465,                0.56717,                0.63753,                 2.2491,                0.48864,                0.87493,             6.2922e-05,             6.2922e-05,             6.2922e-05
                    240,                0.82147,                 2.6677,                0.67896,                0.98892,                0.97926,                0.71861,                0.85029,                0.77728,                0.94119,                0.68784,                 0.8129,                0.57302,                 0.6375,                   2.25,                0.48605,                 0.8745,             6.2687e-05,             6.2687e-05,             6.2687e-05
                    241,                0.75138,                 2.4717,                0.63927,                0.95934,                0.98413,                0.71477,                0.84835,                0.77464,                 0.9449,                0.68655,                0.81348,                0.57305,                0.63842,                 2.2545,                  0.483,                0.87439,             6.2451e-05,             6.2451e-05,             6.2451e-05
                    242,                0.77026,                 2.5197,                0.65438,                0.97511,                0.98415,                0.71784,                0.84988,                0.77576,                0.94671,                0.69144,                0.81743,                0.56885,                0.63972,                 2.2573,                0.48286,                0.87484,             6.2216e-05,             6.2216e-05,             6.2216e-05
                    243,                0.77492,                 2.5459,                0.68421,                 0.9822,                0.97016,                0.71505,                 0.8415,                0.76453,                0.93195,                0.68796,                0.80884,                0.56518,                0.64063,                 2.2535,                0.48574,                0.87491,              6.198e-05,              6.198e-05,              6.198e-05
                    244,                0.78906,                 2.5747,                0.64642,                0.96392,                0.97021,                 0.7163,                0.84207,                0.76647,                0.93113,                0.68953,                0.81033,                0.56826,                0.64244,                 2.2472,                0.48571,                0.87613,             6.1744e-05,             6.1744e-05,             6.1744e-05
                    245,                0.74626,                 2.4612,                0.61497,                 0.9574,                0.97031,                0.72932,                0.84849,                0.77187,                0.92394,                 0.6961,                0.81148,                0.56931,                0.64246,                 2.2428,                0.48379,                0.87625,             6.1509e-05,             6.1509e-05,             6.1509e-05
                    246,                0.74485,                 2.4325,                0.62184,                0.96094,                0.97021,                0.72836,                 0.8479,                 0.7717,                0.93154,                0.69907,                0.81482,                0.57137,                0.64092,                 2.2344,                0.48017,                0.87554,             6.1273e-05,             6.1273e-05,             6.1273e-05
                    247,                0.75874,                 2.4367,                0.64081,                0.96769,                0.96893,                0.72475,                0.84557,                0.77012,                0.93046,                0.69419,                 0.8123,                0.57238,                0.63957,                 2.2352,                0.47598,                0.87541,             6.1037e-05,             6.1037e-05,             6.1037e-05
                    248,                0.71503,                 2.4267,                0.61962,                0.96949,                0.96638,                0.71994,                 0.8432,                0.76528,                 0.9229,                0.68576,                0.80627,                0.56887,                0.63687,                  2.234,                0.47051,                0.87468,             6.0802e-05,             6.0802e-05,             6.0802e-05
                    249,                 0.7654,                 2.4606,                0.64909,                 0.9661,                0.97958,                0.73146,                0.85549,                0.77779,                0.93934,                0.69957,                0.82105,                0.57139,                0.63565,                 2.2292,                 0.4681,                0.87484,             6.0566e-05,             6.0566e-05,             6.0566e-05
                    250,                0.74191,                 2.3987,                 0.6523,                0.96255,                0.98088,                0.72855,                0.85462,                0.77732,                0.93765,                  0.697,                0.81973,                0.57089,                0.63504,                 2.2244,                0.46807,                0.87416,             6.0331e-05,             6.0331e-05,             6.0331e-05
                    251,                0.73942,                 2.4835,                0.61702,                0.96352,                0.97925,                0.71987,                0.84968,                0.77432,                0.93282,                0.68916,                 0.8136,                0.56616,                0.63465,                 2.2215,                0.46941,                0.87337,             6.0095e-05,             6.0095e-05,             6.0095e-05
                    252,                 0.7236,                 2.3209,                 0.6038,                0.94974,                0.98012,                0.73115,                0.85579,                0.77977,                  0.932,                0.69819,                0.81753,                 0.5706,                0.63814,                 2.2193,                0.46998,                0.87365,             5.9859e-05,             5.9859e-05,             5.9859e-05
                    253,                0.74272,                 2.4042,                0.61454,                0.97324,                0.97933,                0.72845,                0.85415,                0.77613,                0.92991,                0.69345,                0.81574,                0.57156,                0.63778,                 2.2146,                0.47182,                0.87305,             5.9624e-05,             5.9624e-05,             5.9624e-05
                    254,                 0.7136,                 2.3623,                 0.6005,                0.96696,                0.97943,                0.72434,                0.85222,                0.77326,                 0.9287,                0.69066,                0.81382,                0.57283,                0.63747,                 2.2081,                0.46899,                0.87359,             5.9388e-05,             5.9388e-05,             5.9388e-05
                    255,                0.78772,                  2.528,                0.64823,                0.97537,                 0.9785,                0.72737,                0.85353,                0.77464,                0.92211,                  0.689,                0.81104,                0.56831,                0.63683,                  2.204,                0.46756,                0.87392,             5.9153e-05,             5.9153e-05,             5.9153e-05
                    256,                0.74754,                 2.4892,                0.63245,                0.96624,                0.98121,                0.72162,                 0.8511,                0.76843,                0.92804,                0.68425,                0.81049,                0.57353,                0.63579,                 2.2024,                0.46508,                0.87385,             5.8917e-05,             5.8917e-05,             5.8917e-05
                    257,                0.75311,                  2.445,                0.61665,                0.97799,                0.98225,                0.71728,                0.84913,                0.76488,                0.93126,                0.68221,                0.80758,                0.57311,                0.63377,                 2.1986,                0.46466,                0.87341,             5.8681e-05,             5.8681e-05,             5.8681e-05
                    258,                0.73877,                 2.4351,                0.61926,                0.95609,                0.98374,                0.72976,                0.85573,                0.77208,                0.93172,                0.69341,                0.81309,                0.57431,                0.63175,                 2.2029,                0.46705,                0.87288,             5.8446e-05,             5.8446e-05,             5.8446e-05
                    259,                0.75082,                 2.3942,                0.63617,                0.98152,                0.98374,                0.73328,                0.85753,                0.77414,                   0.93,                0.69593,                0.81312,                0.57318,                0.63172,                 2.2034,                0.47091,                0.87261,              5.821e-05,              5.821e-05,              5.821e-05
                    260,                0.72218,                 2.3855,                0.61943,                0.96563,                0.98333,                0.72469,                0.85315,                0.76994,                0.93221,                0.68877,                0.81203,                0.57001,                0.63018,                 2.2006,                0.47012,                 0.8721,             5.7974e-05,             5.7974e-05,             5.7974e-05
                    261,                0.72098,                 2.3817,                0.60564,                0.96154,                0.98592,                0.72235,                0.85264,                 0.7722,                0.94542,                0.69086,                0.81817,                0.57424,                0.62809,                 2.1921,                0.46836,                0.87113,             5.7739e-05,             5.7739e-05,             5.7739e-05
                    262,                0.69913,                 2.3758,                0.59148,                0.95518,                0.98592,                0.70701,                0.84511,                0.76697,                 0.9387,                0.67632,                 0.8102,                0.56621,                0.62434,                 2.1871,                0.46588,                 0.8699,             5.7503e-05,             5.7503e-05,             5.7503e-05
                    263,                0.70495,                 2.3827,                0.59968,                0.97076,                 0.9831,                0.70808,                0.84517,                 0.7655,                0.93597,                0.67739,                0.80982,                0.56714,                0.62412,                 2.1861,                0.46425,                0.86991,             5.7268e-05,             5.7268e-05,             5.7268e-05
                    264,                0.70919,                 2.3366,                0.63316,                0.96361,                0.98474,                0.71521,                0.84884,                0.77031,                0.94427,                0.68501,                0.81462,                0.56756,                0.62462,                 2.1887,                0.46551,                0.86945,             5.7032e-05,             5.7032e-05,             5.7032e-05
                    265,                0.76057,                 2.5058,                0.62279,                0.96562,                0.98474,                0.72447,                 0.8534,                0.77375,                0.94438,                0.69382,                0.81977,                0.56877,                0.62428,                 2.1877,                0.46599,                0.86934,             5.6796e-05,             5.6796e-05,             5.6796e-05
                    266,                0.75437,                 2.5356,                0.64024,                0.97492,                0.98192,                0.73575,                0.85849,                0.78077,                0.93643,                0.70047,                0.82314,                0.57506,                0.62477,                 2.1843,                0.46588,                0.86992,             5.6561e-05,             5.6561e-05,             5.6561e-05
                    267,                0.76674,                 2.4101,                0.63191,                0.96711,                0.98483,                0.74207,                0.86205,                0.78172,                 0.9416,                 0.7089,                0.82441,                0.57581,                0.62673,                 2.1827,                0.46775,                0.87104,             5.6325e-05,             5.6325e-05,             5.6325e-05
                    268,                0.76823,                 2.4902,                0.62557,                0.96327,                0.98491,                 0.7446,                 0.8633,                0.78273,                0.94134,                0.71084,                0.82523,                0.57838,                0.62774,                 2.1792,                0.47159,                0.87194,             5.6089e-05,             5.6089e-05,             5.6089e-05
                    269,                0.72391,                  2.455,                0.60226,                0.95684,                0.97906,                0.75674,                0.86846,                0.78472,                0.93351,                0.72368,                0.82942,                0.58466,                0.63064,                 2.1792,                0.47626,                0.87256,             5.5854e-05,             5.5854e-05,             5.5854e-05
                    270,                0.75745,                 2.4557,                0.64595,                0.98169,                0.98248,                0.75224,                0.86626,                0.78559,                0.94173,                0.72065,                0.83393,                0.58757,                0.63217,                 2.1766,                0.47255,                0.87204,             5.5618e-05,             5.5618e-05,             5.5618e-05
                    271,                0.74157,                 2.4089,                0.61328,                0.95739,                0.97879,                0.74278,                0.86139,                0.78249,                0.94117,                0.71314,                0.83186,                0.58064,                0.63316,                  2.177,                0.46927,                 0.8716,             5.5383e-05,             5.5383e-05,             5.5383e-05
                    272,                0.73226,                  2.464,                0.60662,                0.95863,                0.98108,                0.73858,                0.85952,                0.78366,                0.94781,                0.71242,                0.83277,                0.58198,                0.63355,                 2.1767,                 0.4661,                0.87139,             5.5147e-05,             5.5147e-05,             5.5147e-05
                    273,                0.72273,                 2.3253,                0.58882,                0.96615,                0.98202,                0.73654,                0.85861,                0.78154,                0.94525,                0.70817,                0.82992,                0.57871,                0.63058,                 2.1752,                0.46311,                 0.8702,             5.4911e-05,             5.4911e-05,             5.4911e-05
                    274,                 0.7197,                 2.3205,                0.60869,                0.96504,                0.98248,                0.73451,                0.85801,                0.78115,                0.94341,                0.70454,                0.82935,                0.58085,                0.62893,                 2.1749,                0.46232,                0.86923,             5.4676e-05,             5.4676e-05,             5.4676e-05
                    275,                0.73548,                 2.3387,                0.61747,                0.95751,                0.97967,                0.73414,                0.85735,                0.78193,                0.93398,                0.70276,                0.82276,                0.57357,                0.63087,                 2.1759,                0.46364,                0.86858,              5.444e-05,              5.444e-05,              5.444e-05
                    276,                0.78533,                 2.4487,                0.63278,                0.96257,                0.98273,                0.74797,                0.86494,                0.78538,                0.93589,                0.71492,                0.82815,                0.57863,                0.63069,                 2.1784,                0.46143,                 0.8682,             5.4204e-05,             5.4204e-05,             5.4204e-05
                    277,                0.74339,                 2.4019,                 0.6307,                0.97544,                0.98038,                0.75708,                 0.8689,                0.78638,                0.93411,                0.72452,                0.83001,                 0.5783,                0.62887,                 2.1814,                0.46361,                0.86713,             5.3969e-05,             5.3969e-05,             5.3969e-05
                    278,                0.75742,                 2.4176,                0.64475,                0.97945,                0.98273,                  0.759,                0.87045,                0.79045,                0.94251,                0.72815,                0.83885,                0.58223,                0.62501,                  2.175,                0.46684,                0.86629,             5.3733e-05,             5.3733e-05,             5.3733e-05
                    279,                0.75176,                 2.4688,                0.62378,                0.95469,                0.98273,                0.75706,                0.86948,                0.79188,                0.94087,                0.72514,                0.83778,                0.58276,                0.62354,                 2.1652,                0.47033,                0.86594,             5.3498e-05,             5.3498e-05,             5.3498e-05
                    280,                0.74834,                 2.5362,                 0.6369,                 0.9677,                0.98474,                0.76146,                0.87161,                0.79111,                0.94395,                 0.7302,                 0.8421,                0.59065,                0.62454,                 2.1606,                0.47155,                0.86643,             5.3262e-05,             5.3262e-05,             5.3262e-05
                    281,                0.76096,                 2.4027,                 0.6093,                0.95956,                0.98038,                0.76274,                0.87184,                0.79425,                0.94234,                0.73343,                0.84434,                0.59466,                0.62462,                 2.1634,                0.46916,                0.86651,             5.3026e-05,             5.3026e-05,             5.3026e-05
                    282,                0.71124,                 2.3112,                0.60333,                0.95011,                0.98273,                0.75518,                0.86825,                 0.7936,                0.94747,                 0.7271,                0.84241,                0.58857,                 0.6256,                 2.1672,                0.46805,                0.86666,             5.2791e-05,             5.2791e-05,             5.2791e-05
                    283,                0.73677,                 2.4879,                0.62582,                0.96816,                0.98357,                0.73803,                0.86007,                0.78871,                   0.95,                0.71147,                0.83562,                0.59252,                0.62671,                 2.1647,                0.46678,                0.86649,             5.2555e-05,             5.2555e-05,             5.2555e-05
                    284,                  0.718,                 2.3251,                0.62567,                0.96304,                0.98592,                0.73147,                0.85698,                0.78756,                 0.9535,                0.70644,                0.83311,                0.58972,                0.62569,                 2.1655,                0.46339,                0.86613,              5.232e-05,              5.232e-05,              5.232e-05
                    285,                0.75415,                 2.5465,                0.64149,                0.96806,                0.98592,                0.72999,                0.85631,                0.78864,                0.95409,                0.70532,                0.83255,                0.59039,                 0.6266,                 2.1629,                0.46156,                0.86652,             5.2084e-05,             5.2084e-05,             5.2084e-05
                    286,                0.69127,                 2.3225,                0.58582,                0.94175,                0.98357,                0.72314,                0.85282,                0.78271,                0.95268,                0.69931,                 0.8299,                0.59027,                0.62618,                 2.1631,                0.46214,                0.86706,             5.1848e-05,             5.1848e-05,             5.1848e-05
                    287,                0.72599,                 2.4579,                0.60931,                 0.9745,                0.98592,                0.72301,                0.85275,                0.78332,                0.95635,                0.70005,                0.83026,                0.59077,                0.62712,                 2.1636,                0.46276,                 0.8678,             5.1613e-05,             5.1613e-05,             5.1613e-05
                    288,                0.72686,                 2.3504,                0.58188,                0.95543,                0.98357,                0.72349,                0.85299,                0.78294,                0.95325,                 0.6997,                0.83022,                0.59274,                0.62406,                 2.1557,                0.45978,                 0.8674,             5.1377e-05,             5.1377e-05,             5.1377e-05
                    289,                0.73215,                 2.4323,                0.60876,                0.96518,                0.98592,                0.72386,                0.85318,                0.78282,                 0.9565,                0.70089,                0.82855,                0.58906,                0.62226,                  2.154,                0.45878,                0.86742,             5.1141e-05,             5.1141e-05,             5.1141e-05
                    290,                0.71594,                 2.2969,                0.59382,                0.95423,                0.98592,                0.73096,                0.85672,                0.78794,                0.95226,                0.70507,                 0.8319,                0.59293,                0.62075,                 2.1506,                0.45923,                0.86701,             5.0906e-05,             5.0906e-05,             5.0906e-05
                    291,                0.77272,                 2.4831,                0.61994,                0.94876,                0.97183,                 0.7241,                0.84626,                0.77609,                0.93914,                0.69869,                0.82166,                0.58472,                0.62079,                 2.1469,                0.46145,                0.86715,              5.067e-05,              5.067e-05,              5.067e-05
                    292,                0.72181,                 2.3411,                0.61585,                0.95694,                0.97183,                0.72935,                0.84888,                0.77629,                0.92637,                0.69698,                0.81355,                0.57928,                0.62061,                 2.1446,                0.46418,                 0.8668,             5.0435e-05,             5.0435e-05,             5.0435e-05
                    293,                0.74958,                 2.3997,                0.60092,                0.96079,                0.97183,                0.73351,                0.85103,                0.77523,                0.92074,                0.69749,                0.81035,                0.57797,                0.62091,                 2.1448,                0.46451,                  0.867,             5.0199e-05,             5.0199e-05,             5.0199e-05
                    294,                0.74687,                  2.451,                0.62725,                0.96556,                0.97183,                0.72497,                0.84676,                0.77482,                0.92289,                0.68995,                0.80851,                0.57609,                 0.6186,                 2.1441,                0.46239,                 0.8662,             4.9963e-05,             4.9963e-05,             4.9963e-05
                    295,                0.71542,                 2.3375,                0.61722,                0.95941,                0.97183,                0.72233,                0.84551,                0.77192,                0.92019,                0.68689,                0.80525,                0.57766,                0.61491,                 2.1408,                0.45889,                0.86478,             4.9728e-05,             4.9728e-05,             4.9728e-05
                    296,                0.74512,                 2.3975,                0.59747,                0.96182,                0.96982,                0.72166,                0.84511,                0.77474,                0.91206,                0.68511,                0.80111,                0.57808,                0.61352,                 2.1411,                0.45673,                0.86464,             4.9492e-05,             4.9492e-05,             4.9492e-05
                    297,                0.72975,                 2.3971,                0.58611,                0.95746,                0.98055,                0.74044,                0.86126,                0.79006,                0.92077,                0.70207,                0.81552,                0.58602,                0.61332,                 2.1368,                0.45425,                 0.8647,             4.9256e-05,             4.9256e-05,             4.9256e-05
                    298,                0.76459,                 2.4179,                 0.6236,                0.96206,                0.98592,                0.74957,                0.86582,                0.79345,                 0.9294,                0.71095,                0.82161,                0.58859,                0.61504,                 2.1357,                0.45755,                0.86549,             4.9021e-05,             4.9021e-05,             4.9021e-05
                    299,                0.71636,                 2.3097,                0.59694,                0.96202,                0.98464,                0.75871,                0.87015,                0.79612,                0.92851,                0.71588,                0.82515,                0.59108,                0.61723,                 2.1333,                0.45991,                0.86635,             4.8785e-05,             4.8785e-05,             4.8785e-05
                    300,                0.71086,                 2.4183,                0.59332,                0.94469,                0.98524,                0.75484,                0.86826,                0.79066,                0.93448,                0.71445,                0.82503,                0.59061,                 0.6178,                 2.1284,                 0.4619,                0.86693,              4.855e-05,              4.855e-05,              4.855e-05
                    301,                0.72075,                 2.3143,                0.59639,                0.95055,                0.98463,                 0.7431,                0.86242,                0.78693,                0.93913,                0.70614,                0.82348,                0.58318,                0.62029,                 2.1294,                0.46123,                0.86716,             4.8314e-05,             4.8314e-05,             4.8314e-05
                    302,                0.73695,                 2.3143,                0.62633,                0.97511,                0.98432,                0.74575,                0.86359,                0.78804,                0.94063,                0.71127,                0.82645,                0.58178,                0.62246,                 2.1335,                0.45993,                0.86782,             4.8078e-05,             4.8078e-05,             4.8078e-05
                    303,                0.74499,                 2.4598,                0.61748,                0.95935,                0.98533,                0.74544,                0.86362,                0.78776,                0.93778,                0.70976,                0.82414,                0.58312,                0.62211,                 2.1346,                0.45706,                0.86762,             4.7843e-05,             4.7843e-05,             4.7843e-05
                    304,                0.72627,                 2.3512,                0.60496,                0.95304,                0.98533,                0.75944,                0.87057,                0.79303,                0.93331,                0.72121,                0.82646,                0.58973,                0.62089,                 2.1347,                  0.455,                0.86721,             4.7607e-05,             4.7607e-05,             4.7607e-05
                    305,                0.76392,                 2.3919,                0.63109,                0.97201,                0.98535,                0.75718,                0.86951,                0.79235,                0.93046,                0.71713,                0.82387,                0.59183,                0.61809,                 2.1275,                0.45433,                0.86648,             4.7372e-05,             4.7372e-05,             4.7372e-05
                    306,                0.71433,                 2.3175,                0.61756,                 0.9579,                0.98535,                0.76246,                0.87216,                0.79393,                0.93418,                0.72452,                0.82858,                0.59564,                0.61985,                 2.1252,                0.45481,                0.86696,             4.7136e-05,             4.7136e-05,             4.7136e-05
                    307,                0.73122,                 2.4032,                0.59525,                0.95398,                 0.9853,                0.75687,                0.86929,                0.79273,                0.93395,                0.72044,                0.82605,                0.59298,                0.61833,                 2.1221,                0.45576,                0.86621,               4.69e-05,               4.69e-05,               4.69e-05
                    308,                0.73525,                 2.3428,                0.59762,                0.94919,                0.98464,                0.76541,                0.87331,                0.79309,                0.93607,                0.72854,                0.83066,                0.59344,                0.61896,                 2.1216,                0.45705,                0.86617,             4.6665e-05,             4.6665e-05,             4.6665e-05
                    309,                0.72487,                 2.3418,                0.60316,                0.96163,                0.98464,                0.76153,                0.87124,                0.79204,                 0.9329,                0.72352,                0.82673,                0.59095,                0.62028,                 2.1217,                0.45833,                0.86677,             4.6429e-05,             4.6429e-05,             4.6429e-05
                    310,                 0.7231,                 2.3173,                0.61119,                0.94865,                0.98464,                0.75198,                0.86653,                0.78849,                0.93919,                0.71692,                0.82736,                0.59302,                0.61858,                 2.1172,                0.45637,                0.86668,             4.6193e-05,             4.6193e-05,             4.6193e-05
                    311,                0.73474,                 2.3282,                0.60706,                0.98027,                0.98464,                0.73545,                0.85833,                0.78674,                  0.942,                0.70513,                0.82272,                0.59197,                0.61869,                 2.1154,                0.45465,                 0.8671,             4.5958e-05,             4.5958e-05,             4.5958e-05
